clinician_id,signup_date,specialty,state,ehr_system,practice_size,org_type,annual_patient_volume,converted_to_enterprise,conversion_date
CLN_06076,2026-05-03,Orthopedics,TX,Epic,Solo,Academic Medical Center,500,0,
CLN_06077,2024-11-26,Endocrinology,AZ,Practice Fusion,Small (2-10),Urgent Care Chain,548,0,
CLN_06078,2025-09-26,Gynecology,AZ,Epic,Medium (11-50),Multi-Specialty Group,9242,0,
CLN_06079,2025-04-22,Psychiatry,MI,Epic,Small (2-10),Urgent Care Chain,1169,0,
CLN_06080,2024-07-13,Internal Medicine,TX,Athenahealth,Medium (11-50),Private Practice,15645,0,
CLN_06081,2025-07-18,Primary Care,VA,Other,Large (51-200),Urgent Care Chain,6440,1,2025-10-05
CLN_06082,2024-11-01,Cardiology,FL,Epic,Small (2-10),Academic Medical Center,2455,0,
CLN_06083,2025-02-03,Primary Care,UT,DrChrono,Small (2-10),Private Practice,1187,0,
CLN_06084,2026-01-16,Internal Medicine,FL,Epic,Solo,Urgent Care Chain,196,0,
CLN_06085,2025-05-23,Gynecology,TX,Cerner,Medium (11-50),Telehealth-Native,4951,0,
CLN_06086,2025-07-07,Gynecology,OH,Cerner,Small (2-10),Private Practice,761,0,
CLN_06087,2025-09-20,Cardiology,VA,Epic,Solo,FQHC,1078,0,
CLN_06088,2026-03-22,Primary Care,AZ,Epic,Solo,Academic Medical Center,110,0,
CLN_06089,2025-12-18,Pediatrics,AZ,Allscripts,Medium (11-50),Private Practice,26176,0,
CLN_06090,2025-02-01,Orthopedics,CA,Cerner,Solo,Private Practice,293,0,
CLN_06091,2024-10-09,Psychiatry,KY,Epic,Small (2-10),Telehealth-Native,1471,0,
CLN_06092,2023-12-30,Pediatrics,AZ,Allscripts,Large (51-200),Academic Medical Center,17013,0,
CLN_06093,2024-09-22,Primary Care,AL,Epic,Small (2-10),Telehealth-Native,1503,0,
CLN_06094,2024-01-22,Pediatrics,UT,Athenahealth,Small (2-10),Hospital System,1068,0,
CLN_06095,2025-02-22,Primary Care,WI,Practice Fusion,Small (2-10),Academic Medical Center,522,0,
CLN_06096,2024-10-05,Psychiatry,CA,Practice Fusion,Small (2-10),Hospital System,935,0,
CLN_06097,2026-03-18,Primary Care,KY,Other,Solo,Private Practice,741,0,
CLN_06098,2024-04-14,Psychiatry,WA,eClinicalWorks,Small (2-10),Private Practice,1988,0,
CLN_06099,2025-05-20,Internal Medicine,OK,Epic,Medium (11-50),Academic Medical Center,4129,0,
CLN_06100,2026-04-06,Pediatrics,WA,Epic,Small (2-10),Hospital System,474,0,
CLN_06101,2025-09-02,Urology,NC,Other,Medium (11-50),Academic Medical Center,10221,0,
CLN_06102,2024-06-09,Primary Care,OH,Cerner,Solo,Telehealth-Native,335,1,2024-10-05
CLN_06103,2026-04-30,Psychiatry,NJ,Athenahealth,Small (2-10),Telehealth-Native,1401,0,
CLN_06104,2025-01-05,Pediatrics,FL,Cerner,Solo,Private Practice,299,0,
CLN_06105,2025-04-05,Orthopedics,LA,Cerner,Solo,Hospital System,256,0,
CLN_06106,2025-08-09,Cardiology,GA,Other,Large (51-200),Academic Medical Center,83396,0,
CLN_06107,2025-06-12,Oncology,KY,Epic,Small (2-10),FQHC,1365,0,
CLN_06108,2025-08-10,Dermatology,OH,Cerner,Medium (11-50),Hospital System,7681,0,
CLN_06109,2025-07-21,Gynecology,KY,Athenahealth,Medium (11-50),Urgent Care Chain,4090,0,
CLN_06110,2024-05-04,Primary Care,MI,Cerner,Small (2-10),Private Practice,2841,0,
CLN_06111,2024-02-07,Cardiology,AL,DrChrono,Large (51-200),Multi-Specialty Group,23195,0,
CLN_06112,2025-09-02,Cardiology,NJ,Epic,Solo,Hospital System,68,0,
CLN_06113,2025-08-02,Psychiatry,LA,None,Solo,Telehealth-Native,96,0,
CLN_06114,2024-10-30,Psychiatry,IN,Athenahealth,Solo,Urgent Care Chain,177,1,2025-01-17
CLN_06115,2024-08-07,Primary Care,IL,None,Solo,Telehealth-Native,125,0,
CLN_06116,2024-06-16,Urology,AZ,None,Small (2-10),Urgent Care Chain,2360,0,
CLN_06117,2024-08-30,Primary Care,TX,Epic,Medium (11-50),Private Practice,963,0,
CLN_06118,2025-06-13,Primary Care,WA,Other,Solo,Private Practice,386,0,
CLN_06119,2025-09-26,Primary Care,MD,Epic,Small (2-10),Academic Medical Center,963,0,
CLN_06120,2023-12-31,Endocrinology,FL,Epic,Medium (11-50),Private Practice,2780,1,2024-11-23
CLN_06121,2025-08-16,Orthopedics,IL,Other,Solo,Multi-Specialty Group,474,0,
CLN_06122,2024-09-11,Pediatrics,MO,Cerner,Medium (11-50),Telehealth-Native,19681,0,
CLN_06123,2025-04-26,Primary Care,WI,Epic,Large (51-200),FQHC,118196,0,
CLN_06124,2025-05-04,Cardiology,LA,Other,Enterprise (200+),Academic Medical Center,120628,1,2025-07-24
CLN_06125,2024-04-01,Primary Care,VA,eClinicalWorks,Solo,Telehealth-Native,173,0,
CLN_06126,2025-04-22,Psychiatry,CO,Epic,Large (51-200),Urgent Care Chain,9246,0,
CLN_06127,2024-03-13,Oncology,OR,eClinicalWorks,Medium (11-50),Private Practice,4669,0,
CLN_06128,2025-02-13,Psychiatry,MO,Allscripts,Small (2-10),Telehealth-Native,876,0,
CLN_06129,2025-04-21,Urology,AZ,Athenahealth,Large (51-200),Urgent Care Chain,44196,0,
CLN_06130,2024-08-26,Dermatology,CA,Practice Fusion,Solo,Private Practice,208,0,
CLN_06131,2024-09-11,Pediatrics,TN,None,Small (2-10),FQHC,1101,0,
CLN_06132,2024-10-24,Psychiatry,PA,Other,Medium (11-50),Urgent Care Chain,14183,0,
CLN_06133,2024-01-06,Internal Medicine,WA,DrChrono,Large (51-200),Academic Medical Center,35483,0,
CLN_06134,2024-08-01,Primary Care,CA,Cerner,Small (2-10),Hospital System,1438,0,
CLN_06135,2024-04-09,Primary Care,PA,Athenahealth,Small (2-10),Academic Medical Center,2431,0,
CLN_06136,2024-02-20,Internal Medicine,OH,None,Small (2-10),Telehealth-Native,446,0,
CLN_06137,2025-04-02,Dermatology,LA,eClinicalWorks,Solo,Academic Medical Center,160,0,
CLN_06138,2024-02-24,Neurology,WI,Other,Medium (11-50),Hospital System,6913,0,
CLN_06139,2024-02-18,Primary Care,CA,eClinicalWorks,Enterprise (200+),Telehealth-Native,161005,0,
CLN_06140,2025-08-29,Urology,MD,Other,Large (51-200),Academic Medical Center,20863,1,2026-07-01
CLN_06141,2024-06-07,Pediatrics,OR,Athenahealth,Solo,Telehealth-Native,179,0,
CLN_06142,2024-08-26,Primary Care,NJ,Athenahealth,Small (2-10),Multi-Specialty Group,2597,0,
CLN_06143,2025-10-09,Dermatology,MO,eClinicalWorks,Medium (11-50),Private Practice,5889,0,
CLN_06144,2024-09-17,Neurology,AL,None,Solo,Urgent Care Chain,142,0,
CLN_06145,2026-01-11,Primary Care,MO,Cerner,Small (2-10),Multi-Specialty Group,1232,0,
CLN_06146,2024-03-02,Primary Care,NJ,eClinicalWorks,Large (51-200),Academic Medical Center,28292,0,
CLN_06147,2024-12-29,Cardiology,AL,Practice Fusion,Small (2-10),Urgent Care Chain,417,1,2025-09-04
CLN_06148,2025-09-23,Oncology,OH,Athenahealth,Small (2-10),Multi-Specialty Group,1488,0,
CLN_06149,2023-12-30,Primary Care,GA,Cerner,Solo,Hospital System,112,0,
CLN_06150,2025-03-28,Gynecology,GA,Athenahealth,Solo,Academic Medical Center,388,0,
CLN_06151,2024-08-03,Urology,PA,Cerner,Solo,Private Practice,229,0,
CLN_06152,2025-10-02,Primary Care,NJ,DrChrono,Medium (11-50),Telehealth-Native,3646,0,
CLN_06153,2026-02-11,Urology,WI,Cerner,Solo,FQHC,136,0,
CLN_06154,2025-10-26,Cardiology,WA,None,Small (2-10),Private Practice,885,0,
CLN_06155,2025-05-07,Oncology,OH,eClinicalWorks,Medium (11-50),Urgent Care Chain,8767,0,
CLN_06156,2026-04-16,Urology,NJ,Athenahealth,Small (2-10),Multi-Specialty Group,962,0,
CLN_06157,2025-04-13,Primary Care,KY,Epic,Solo,FQHC,112,0,
CLN_06158,2025-08-19,Internal Medicine,CO,Epic,Small (2-10),Multi-Specialty Group,1987,1,2025-12-29
CLN_06159,2024-02-15,Orthopedics,NC,Allscripts,Solo,Private Practice,135,0,
CLN_06160,2025-09-24,Psychiatry,CO,None,Solo,Private Practice,192,0,
CLN_06161,2024-05-04,Orthopedics,GA,Allscripts,Medium (11-50),FQHC,7268,0,
CLN_06162,2025-01-24,Oncology,IN,Other,Small (2-10),Multi-Specialty Group,1835,0,
CLN_06163,2024-06-02,Psychiatry,MA,Epic,Small (2-10),Academic Medical Center,985,0,
CLN_06164,2026-04-12,Endocrinology,MN,Epic,Large (51-200),Multi-Specialty Group,14727,0,
CLN_06165,2023-12-19,Neurology,MA,Epic,Medium (11-50),Telehealth-Native,11144,0,
CLN_06166,2025-07-16,Cardiology,CA,Allscripts,Small (2-10),Hospital System,718,0,
CLN_06167,2024-11-03,Dermatology,IN,Practice Fusion,Small (2-10),FQHC,1575,1,2024-12-03
CLN_06168,2025-03-29,Oncology,NY,Athenahealth,Solo,Academic Medical Center,107,0,
CLN_06169,2024-05-20,Cardiology,AL,Athenahealth,Small (2-10),Academic Medical Center,5850,0,
CLN_06170,2024-10-16,Pediatrics,CO,Practice Fusion,Medium (11-50),Multi-Specialty Group,10025,1,2025-03-09
CLN_06171,2026-04-07,Psychiatry,MN,DrChrono,Solo,Private Practice,316,0,
CLN_06172,2024-12-25,Endocrinology,NY,eClinicalWorks,Medium (11-50),Private Practice,9695,0,
CLN_06173,2024-08-08,Primary Care,MN,Other,Solo,Multi-Specialty Group,564,0,
CLN_06174,2025-05-03,Psychiatry,GA,Cerner,Enterprise (200+),Hospital System,89246,1,2025-09-06
CLN_06175,2026-01-18,Pediatrics,MA,Allscripts,Small (2-10),Hospital System,2944,0,
CLN_06176,2024-11-14,Oncology,MI,Epic,Small (2-10),Hospital System,2275,0,
CLN_06177,2026-01-02,Primary Care,CO,Other,Small (2-10),Academic Medical Center,935,0,
CLN_06178,2024-05-09,Primary Care,IL,Epic,Small (2-10),Urgent Care Chain,966,1,2024-08-04
CLN_06179,2025-12-03,Primary Care,OH,Athenahealth,Large (51-200),FQHC,27904,1,2026-05-01
CLN_06180,2025-07-09,Primary Care,GA,None,Small (2-10),Private Practice,1492,0,
CLN_06181,2023-12-31,Neurology,IL,None,Solo,Urgent Care Chain,271,0,
CLN_06182,2024-09-18,Urology,NY,Athenahealth,Large (51-200),Hospital System,15021,0,
CLN_06183,2025-03-25,Cardiology,OK,Practice Fusion,Enterprise (200+),Hospital System,85132,1,2025-08-01
CLN_06184,2026-03-30,Neurology,CA,Other,Large (51-200),Telehealth-Native,19752,0,
CLN_06185,2024-02-06,Primary Care,AZ,Allscripts,Small (2-10),Hospital System,1827,1,2024-04-12
CLN_06186,2024-04-12,Oncology,SC,Other,Large (51-200),Multi-Specialty Group,47533,0,
CLN_06187,2024-02-02,Primary Care,NY,Epic,Solo,Hospital System,470,0,
CLN_06188,2025-02-16,Primary Care,MA,Epic,Medium (11-50),Hospital System,5746,0,
CLN_06189,2025-04-10,Orthopedics,MA,DrChrono,Enterprise (200+),Urgent Care Chain,96520,0,
CLN_06190,2024-08-29,Endocrinology,MD,Practice Fusion,Enterprise (200+),Multi-Specialty Group,75174,0,
CLN_06191,2025-10-26,Endocrinology,GA,Epic,Small (2-10),Telehealth-Native,928,0,
CLN_06192,2025-02-26,Psychiatry,SC,eClinicalWorks,Small (2-10),Academic Medical Center,975,0,
CLN_06193,2026-03-07,Neurology,MA,None,Small (2-10),Multi-Specialty Group,584,0,
CLN_06194,2025-09-08,Pediatrics,LA,eClinicalWorks,Medium (11-50),Private Practice,5367,0,
CLN_06195,2025-01-25,Psychiatry,WI,Epic,Small (2-10),Private Practice,884,0,
CLN_06196,2024-05-26,Cardiology,KY,Cerner,Enterprise (200+),Telehealth-Native,86862,1,2024-08-12
CLN_06197,2025-05-25,Internal Medicine,MN,Other,Small (2-10),Telehealth-Native,2296,0,
CLN_06198,2025-08-05,Pediatrics,PA,Epic,Medium (11-50),Private Practice,15437,1,2026-08-09
CLN_06199,2026-04-22,Gynecology,CT,Epic,Medium (11-50),FQHC,6188,0,
CLN_06200,2025-08-08,Primary Care,PA,Athenahealth,Solo,Academic Medical Center,132,0,
CLN_06201,2024-04-07,Dermatology,TX,Allscripts,Solo,Telehealth-Native,142,0,
CLN_06202,2024-08-13,Gynecology,TN,Athenahealth,Large (51-200),Telehealth-Native,10225,0,
CLN_06203,2024-11-30,Cardiology,IL,Epic,Small (2-10),Telehealth-Native,1675,0,
CLN_06204,2024-07-19,Psychiatry,OR,Epic,Solo,Urgent Care Chain,567,0,
CLN_06205,2024-08-14,Cardiology,MI,Cerner,Medium (11-50),FQHC,7552,0,
CLN_06206,2026-04-02,Dermatology,TN,Athenahealth,Medium (11-50),Multi-Specialty Group,4851,0,
CLN_06207,2026-01-16,Primary Care,WI,eClinicalWorks,Solo,Multi-Specialty Group,325,0,
CLN_06208,2025-09-03,Pediatrics,MN,Epic,Large (51-200),Academic Medical Center,34911,1,2026-07-10
CLN_06209,2025-04-01,Internal Medicine,KY,Epic,Medium (11-50),Multi-Specialty Group,11256,0,
CLN_06210,2024-08-20,Psychiatry,FL,Practice Fusion,Small (2-10),Hospital System,800,1,2025-08-06
CLN_06211,2024-12-25,Orthopedics,MA,Epic,Small (2-10),Hospital System,1034,0,
CLN_06212,2025-02-10,Pediatrics,AL,Athenahealth,Medium (11-50),Hospital System,5478,0,
CLN_06213,2026-04-14,Primary Care,AL,Cerner,Enterprise (200+),Telehealth-Native,154059,1,2027-01-16
CLN_06214,2025-12-05,Orthopedics,NY,Cerner,Medium (11-50),Urgent Care Chain,4307,1,2026-09-01
CLN_06215,2026-04-07,Pediatrics,OR,Cerner,Solo,Academic Medical Center,207,0,
CLN_06216,2024-02-01,Primary Care,MO,Cerner,Large (51-200),Urgent Care Chain,29295,0,
CLN_06217,2025-08-14,Neurology,MA,Epic,Small (2-10),Academic Medical Center,822,0,
CLN_06218,2024-10-17,Neurology,LA,Athenahealth,Medium (11-50),Urgent Care Chain,14625,1,2025-06-24
CLN_06219,2024-08-11,Neurology,TX,Cerner,Small (2-10),Private Practice,897,0,
CLN_06220,2026-02-11,Pediatrics,NC,Other,Small (2-10),Urgent Care Chain,577,0,
CLN_06221,2024-09-23,Dermatology,IL,Athenahealth,Solo,Telehealth-Native,144,0,
CLN_06222,2025-07-09,Internal Medicine,OR,Athenahealth,Small (2-10),Private Practice,870,1,2025-10-12
CLN_06223,2024-07-22,Pediatrics,UT,Practice Fusion,Solo,Hospital System,267,0,
CLN_06224,2024-07-25,Cardiology,MO,Epic,Small (2-10),Urgent Care Chain,458,0,
CLN_06225,2024-04-08,Pediatrics,CA,Cerner,Solo,Private Practice,586,0,
CLN_06226,2025-06-04,Urology,AL,Athenahealth,Enterprise (200+),Hospital System,102410,0,
CLN_06227,2026-03-22,Oncology,MD,Epic,Medium (11-50),Hospital System,4416,1,2026-08-22
CLN_06228,2024-06-11,Cardiology,TN,Cerner,Solo,FQHC,120,0,
CLN_06229,2026-01-08,Urology,IL,Cerner,Small (2-10),Urgent Care Chain,566,0,
CLN_06230,2025-05-01,Cardiology,NC,Allscripts,Small (2-10),Hospital System,1745,0,
CLN_06231,2026-05-01,Primary Care,NY,Epic,Medium (11-50),Academic Medical Center,15734,0,
CLN_06232,2025-02-08,Primary Care,TX,None,Large (51-200),Telehealth-Native,39867,0,
CLN_06233,2025-03-12,Internal Medicine,FL,eClinicalWorks,Small (2-10),Hospital System,1110,0,
CLN_06234,2025-10-25,Cardiology,LA,DrChrono,Solo,Hospital System,158,0,
CLN_06235,2024-07-21,Orthopedics,WI,eClinicalWorks,Solo,Multi-Specialty Group,70,0,
CLN_06236,2024-10-05,Primary Care,CT,eClinicalWorks,Solo,FQHC,117,0,
CLN_06237,2025-11-26,Internal Medicine,OH,Cerner,Small (2-10),Multi-Specialty Group,2267,0,
CLN_06238,2025-06-09,Cardiology,MD,Athenahealth,Solo,Hospital System,508,0,
CLN_06239,2025-08-25,Primary Care,NY,Practice Fusion,Small (2-10),Hospital System,2393,0,
CLN_06240,2025-04-11,Cardiology,MA,eClinicalWorks,Solo,Hospital System,179,0,
CLN_06241,2025-11-18,Cardiology,CO,Epic,Solo,FQHC,274,0,
CLN_06242,2024-12-23,Cardiology,OH,Athenahealth,Small (2-10),FQHC,1089,0,
CLN_06243,2024-05-13,Neurology,TX,Epic,Small (2-10),Urgent Care Chain,1279,0,
CLN_06244,2025-11-19,Psychiatry,UT,Epic,Small (2-10),FQHC,982,0,
CLN_06245,2024-08-24,Neurology,OK,Athenahealth,Solo,Urgent Care Chain,237,0,
CLN_06246,2024-01-25,Oncology,KY,None,Medium (11-50),Academic Medical Center,12952,0,
CLN_06247,2025-10-01,Gynecology,SC,None,Medium (11-50),Multi-Specialty Group,6959,0,
CLN_06248,2026-04-25,Primary Care,MA,Epic,Small (2-10),Academic Medical Center,860,1,2027-02-11
CLN_06249,2025-11-13,Psychiatry,PA,Other,Solo,Telehealth-Native,564,0,
CLN_06250,2025-07-13,Cardiology,MN,Practice Fusion,Medium (11-50),Academic Medical Center,4860,0,
CLN_06251,2025-08-13,Primary Care,WI,Allscripts,Solo,Multi-Specialty Group,150,0,
CLN_06252,2023-12-18,Cardiology,MA,Epic,Solo,FQHC,226,0,
CLN_06253,2024-05-14,Dermatology,OH,Other,Small (2-10),Academic Medical Center,3392,0,
CLN_06254,2024-10-28,Internal Medicine,OK,Other,Solo,FQHC,177,0,
CLN_06255,2024-07-12,Pediatrics,TN,Epic,Small (2-10),Urgent Care Chain,2889,0,
CLN_06256,2025-09-19,Internal Medicine,OH,Epic,Small (2-10),Private Practice,1426,0,
CLN_06257,2026-03-10,Psychiatry,TN,Other,Medium (11-50),FQHC,8786,0,
CLN_06258,2025-12-02,Neurology,SC,Epic,Medium (11-50),Multi-Specialty Group,3266,1,2026-03-27
CLN_06259,2025-06-21,Oncology,TX,eClinicalWorks,Solo,Multi-Specialty Group,277,0,
CLN_06260,2024-01-27,Urology,MD,None,Large (51-200),Telehealth-Native,31996,1,2024-04-07
CLN_06261,2026-01-24,Cardiology,NJ,Athenahealth,Small (2-10),Academic Medical Center,1227,0,
CLN_06262,2024-09-21,Cardiology,IL,Other,Medium (11-50),Academic Medical Center,5279,0,
CLN_06263,2024-11-15,Pediatrics,CT,None,Medium (11-50),Multi-Specialty Group,2894,0,
CLN_06264,2024-12-28,Endocrinology,CO,eClinicalWorks,Solo,FQHC,147,0,
CLN_06265,2026-01-01,Primary Care,MD,Cerner,Small (2-10),Hospital System,2708,0,
CLN_06266,2026-02-11,Neurology,IN,DrChrono,Solo,Multi-Specialty Group,310,0,
CLN_06267,2025-06-30,Cardiology,UT,Epic,Small (2-10),Private Practice,2798,0,
CLN_06268,2025-04-30,Pediatrics,WA,Other,Small (2-10),Academic Medical Center,1018,0,
CLN_06269,2024-10-16,Endocrinology,NY,Athenahealth,Small (2-10),Private Practice,2656,0,
CLN_06270,2026-03-04,Cardiology,VA,eClinicalWorks,Small (2-10),Academic Medical Center,1419,0,
CLN_06271,2026-04-24,Oncology,AZ,None,Small (2-10),FQHC,529,0,
CLN_06272,2026-03-27,Cardiology,WI,Cerner,Small (2-10),Multi-Specialty Group,1132,0,
CLN_06273,2025-02-24,Dermatology,WA,eClinicalWorks,Medium (11-50),Private Practice,3688,0,
CLN_06274,2026-05-01,Pediatrics,TX,Epic,Small (2-10),FQHC,998,0,
CLN_06275,2026-03-28,Internal Medicine,IL,eClinicalWorks,Medium (11-50),Urgent Care Chain,9608,0,
CLN_06276,2024-09-14,Endocrinology,FL,Practice Fusion,Small (2-10),Hospital System,1387,0,
CLN_06277,2025-10-23,Internal Medicine,FL,Athenahealth,Small (2-10),Academic Medical Center,5531,0,
CLN_06278,2025-11-21,Pediatrics,CA,Athenahealth,Medium (11-50),Urgent Care Chain,1919,0,
CLN_06279,2025-10-26,Psychiatry,KY,None,Small (2-10),Multi-Specialty Group,1501,0,
CLN_06280,2024-09-09,Primary Care,WI,Athenahealth,Small (2-10),Multi-Specialty Group,1164,0,
CLN_06281,2025-12-13,Urology,WA,Other,Small (2-10),Multi-Specialty Group,2670,0,
CLN_06282,2025-05-21,Cardiology,MN,Practice Fusion,Large (51-200),Hospital System,11617,0,
CLN_06283,2024-01-08,Psychiatry,WI,Athenahealth,Solo,Telehealth-Native,108,0,
CLN_06284,2024-02-08,Orthopedics,CO,eClinicalWorks,Solo,Hospital System,255,0,
CLN_06285,2025-09-07,Primary Care,OH,None,Small (2-10),FQHC,1287,0,
CLN_06286,2024-03-21,Internal Medicine,IL,eClinicalWorks,Medium (11-50),Multi-Specialty Group,4976,0,
CLN_06287,2024-08-24,Primary Care,MO,DrChrono,Small (2-10),FQHC,476,0,
CLN_06288,2025-03-06,Cardiology,FL,eClinicalWorks,Solo,Multi-Specialty Group,602,0,
CLN_06289,2024-07-22,Primary Care,CO,Other,Small (2-10),FQHC,758,0,
CLN_06290,2025-05-24,Endocrinology,OR,eClinicalWorks,Medium (11-50),Private Practice,5525,0,
CLN_06291,2024-08-26,Dermatology,MI,Allscripts,Small (2-10),Private Practice,780,0,
CLN_06292,2024-07-24,Psychiatry,MD,Epic,Small (2-10),Academic Medical Center,1267,0,
CLN_06293,2024-09-09,Endocrinology,FL,Cerner,Solo,Urgent Care Chain,67,0,
CLN_06294,2026-04-06,Neurology,GA,Epic,Medium (11-50),Telehealth-Native,6690,0,
CLN_06295,2024-01-28,Psychiatry,GA,Other,Small (2-10),Private Practice,862,0,
CLN_06296,2025-08-22,Endocrinology,MD,Other,Medium (11-50),Hospital System,2801,0,
CLN_06297,2025-01-24,Dermatology,IN,eClinicalWorks,Medium (11-50),Urgent Care Chain,6931,0,
CLN_06298,2026-03-27,Pediatrics,CO,Epic,Solo,Academic Medical Center,350,0,
CLN_06299,2025-05-04,Psychiatry,UT,None,Small (2-10),FQHC,1081,0,
CLN_06300,2023-12-19,Cardiology,LA,Allscripts,Small (2-10),Hospital System,2059,0,
CLN_06301,2026-04-07,Oncology,MI,Epic,Solo,Academic Medical Center,241,0,
CLN_06302,2025-10-01,Dermatology,MO,Athenahealth,Medium (11-50),Private Practice,10406,0,
CLN_06303,2024-08-23,Endocrinology,LA,Epic,Solo,Urgent Care Chain,142,0,
CLN_06304,2026-03-20,Primary Care,NY,None,Medium (11-50),Hospital System,6244,0,
CLN_06305,2026-05-01,Primary Care,LA,Allscripts,Medium (11-50),Hospital System,9139,0,
CLN_06306,2024-03-14,Orthopedics,NC,Allscripts,Medium (11-50),Multi-Specialty Group,8640,0,
CLN_06307,2024-02-19,Internal Medicine,CT,Allscripts,Medium (11-50),Academic Medical Center,15156,0,
CLN_06308,2025-04-20,Pediatrics,OK,Other,Solo,Hospital System,96,0,
CLN_06309,2025-08-20,Psychiatry,GA,Athenahealth,Solo,FQHC,118,0,
CLN_06310,2025-06-25,Urology,NC,eClinicalWorks,Small (2-10),Hospital System,896,0,
CLN_06311,2026-04-21,Orthopedics,OK,Epic,Small (2-10),Urgent Care Chain,2251,0,
CLN_06312,2025-05-29,Dermatology,MO,None,Solo,Private Practice,584,0,
CLN_06313,2026-03-18,Gynecology,SC,Epic,Small (2-10),Hospital System,1477,0,
CLN_06314,2024-07-26,Pediatrics,AZ,Epic,Small (2-10),Multi-Specialty Group,1559,0,
CLN_06315,2024-08-23,Oncology,NJ,Other,Solo,Private Practice,161,0,
CLN_06316,2024-04-17,Endocrinology,AZ,Epic,Small (2-10),FQHC,541,0,
CLN_06317,2024-09-08,Dermatology,IL,Other,Medium (11-50),Private Practice,4645,0,
CLN_06318,2024-02-05,Pediatrics,OR,Epic,Small (2-10),Urgent Care Chain,954,1,2024-02-28
CLN_06319,2026-03-27,Oncology,TX,Cerner,Small (2-10),Private Practice,1463,0,
CLN_06320,2025-07-05,Pediatrics,MA,DrChrono,Large (51-200),Urgent Care Chain,71344,0,
CLN_06321,2025-10-17,Cardiology,AL,Epic,Enterprise (200+),Telehealth-Native,143345,1,2026-05-27
CLN_06322,2024-02-05,Primary Care,MI,eClinicalWorks,Solo,FQHC,185,0,
CLN_06323,2023-12-23,Primary Care,FL,Epic,Solo,Private Practice,77,0,
CLN_06324,2024-07-21,Neurology,FL,Epic,Solo,FQHC,242,0,
CLN_06325,2024-06-11,Psychiatry,KY,Cerner,Solo,Multi-Specialty Group,393,0,
CLN_06326,2025-02-18,Dermatology,WA,Cerner,Solo,Urgent Care Chain,828,0,
CLN_06327,2026-03-26,Psychiatry,MO,Epic,Medium (11-50),Hospital System,7046,1,2026-07-10
CLN_06328,2024-09-06,Internal Medicine,MO,Cerner,Solo,Telehealth-Native,129,0,
CLN_06329,2025-06-15,Primary Care,CT,Practice Fusion,Large (51-200),Multi-Specialty Group,14095,0,
CLN_06330,2024-05-31,Psychiatry,LA,Other,Small (2-10),Telehealth-Native,439,0,
CLN_06331,2024-05-12,Cardiology,MI,Epic,Large (51-200),Urgent Care Chain,36267,0,
CLN_06332,2024-03-08,Endocrinology,OR,Athenahealth,Small (2-10),Multi-Specialty Group,808,0,
CLN_06333,2025-06-04,Neurology,MI,Athenahealth,Medium (11-50),Private Practice,5449,0,
CLN_06334,2023-12-26,Psychiatry,MI,Cerner,Small (2-10),Academic Medical Center,1369,0,
CLN_06335,2025-03-28,Oncology,CO,Practice Fusion,Large (51-200),Telehealth-Native,22322,0,
CLN_06336,2024-10-15,Cardiology,NJ,Epic,Medium (11-50),FQHC,11747,0,
CLN_06337,2025-02-28,Primary Care,MI,Epic,Small (2-10),Academic Medical Center,438,0,
CLN_06338,2025-08-05,Primary Care,NY,Practice Fusion,Solo,Academic Medical Center,107,0,
CLN_06339,2024-03-17,Psychiatry,NC,Epic,Small (2-10),Private Practice,1228,0,
